727
89	229	17
90	227	17
91	229	17
92	230	17
0	170	18
0	172	18
0	174	18
0	176	18
0	178	18
0	180	18
0	182	19
0	184	19
170	248	20
170	249	20
170	250	20
170	251	20
172	252	20
172	253	20
172	254	20
172	255	20
172	256	20
172	257	20
174	258	20
174	259	20
174	260	20
178	261	20
178	262	20
178	263	20
178	264	20
178	265	20
178	266	20
178	267	20
180	268	20
180	269	20
180	270	20
180	271	20
180	272	20
1	273	21
2	273	21
3	273	21
4	274	21
5	275	21
6	273	21
7	273	21
8	276	21
9	273	21
10	273	21
11	273	21
12	273	21
13	273	21
14	273	21
15	275	21
15	274	21
16	273	21
17	274	21
18	274	21
19	273	21
20	273	21
21	273	21
22	273	21
23	273	21
24	275	21
25	273	21
26	273	21
27	273	21
28	273	21
29	273	21
30	273	21
31	273	21
32	273	21
33	273	21
34	274	21
35	273	21
36	275	21
37	274	21
38	275	21
38	274	21
40	273	21
41	273	21
42	273	21
43	273	21
44	274	21
45	273	21
46	273	21
47	277	21
48	273	21
49	273	21
50	273	21
51	273	21
52	277	21
53	273	21
54	273	21
55	273	21
56	273	21
57	275	21
58	274	21
59	273	21
60	273	21
61	273	21
62	273	21
63	273	21
64	273	21
65	273	21
66	273	21
67	273	21
68	274	21
69	274	21
70	273	21
71	273	21
72	273	21
73	273	21
74	273	21
75	273	21
76	273	21
77	273	21
78	273	21
79	273	21
80	273	21
81	273	21
82	275	21
83	273	21
84	273	21
85	274	21
86	273	21
87	273	21
88	273	21
89	273	21
90	273	21
91	273	21
92	278	21
1	279	22
2	280	22
3	281	22
4	282	22
5	281	22
6	283	22
7	283	22
8	284	22
9	285	22
10	286	22
11	287	22
12	288	22
13	289	22
14	290	22
15	291	22
15	291	22
16	292	22
17	293	22
18	294	22
19	285	22
20	285	22
21	289	22
22	295	22
23	296	22
24	279	22
25	287	22
26	297	22
27	284	22
28	284	22
29	298	22
30	299	22
31	300	22
32	289	22
33	301	22
34	302	22
35	303	22
36	304	22
37	304	22
38	304	22
38	304	22
40	301	22
41	289	22
42	289	22
43	301	22
44	305	22
45	306	22
46	307	22
47	308	22
48	309	22
49	310	22
50	301	22
51	311	22
52	312	22
53	313	22
54	314	22
55	315	22
56	316	22
57	317	22
58	318	22
59	319	22
60	315	22
61	320	22
62	298	22
63	314	22
64	284	22
65	321	22
66	321	22
67	321	22
68	322	22
69	323	22
70	324	22
71	301	22
72	295	22
73	325	22
74	326	22
75	327	22
76	328	22
77	295	22
78	295	22
79	329	22
80	307	22
81	330	22
82	331	22
83	332	22
84	333	22
85	334	22
86	295	22
87	298	22
88	301	22
89	285	22
90	285	22
91	285	22
92	289	22
335	336	23
337	338	23
339	340	23
341	342	23
343	344	23
345	342	23
346	347	23
348	349	23
350	351	23
352	353	23
354	355	23
356	357	23
358	344	23
359	360	23
361	362	23
363	355	23
364	360	23
365	360	23
366	367	23
368	369	23
370	371	23
372	373	23
374	375	23
376	377	23
378	369	23
379	355	23
380	381	23
382	383	23
384	385	23
386	387	23
388	389	23
390	338	23
391	344	23
392	393	23
394	395	24
396	397	24
398	399	24
400	401	24
402	403	24
404	405	24
406	407	24
408	409	24
410	411	24
412	413	24
414	415	24
416	417	24
418	419	24
420	421	24
422	423	24
424	425	24
426	427	24
428	429	24
430	431	24
432	433	24
434	435	24
436	437	24
438	439	24
440	441	24
442	443	24
444	445	24
446	447	24
448	449	24
450	451	24
452	453	24
454	455	24
456	457	24
458	459	24
460	461	24
462	463	24
464	465	24
466	467	24
468	469	24
470	471	24
472	473	24
474	475	24
476	477	24
478	479	24
480	481	24
482	483	24
484	485	24
486	487	24
488	489	24
490	491	24
492	493	24
494	495	24
496	497	24
498	499	24
500	501	24
502	503	24
504	505	24
506	499	24
507	508	24
509	510	24
511	512	24
513	514	24
515	516	24
517	518	24
519	520	24
521	522	24
523	524	24
126	525	24
526	527	24
528	529	24
530	531	24
532	533	24
534	535	24
536	537	24
538	539	24
540	541	24
542	543	24
544	545	24
546	547	24
548	549	24
550	550	24
551	551	24
552	552	24
553	553	24
554	554	24
555	555	24
556	556	24
557	557	24
558	559	24
560	561	24
562	562	24
563	563	24
564	565	24
566	567	24
568	568	24
569	570	24
571	571	24
572	573	24
574	574	24
575	576	24
577	578	24
579	580	24
581	582	24
583	584	24
585	586	24
587	587	24
588	589	24
590	590	24
591	592	24
593	593	24
594	595	24
596	597	24
598	599	24
600	601	24
602	603	24
604	605	24
606	606	24
607	608	24
609	610	24
611	612	24
613	614	24
615	616	24
617	618	24
619	620	24
621	622	24
623	623	24
624	625	24
626	627	24
628	629	24
630	631	24
632	633	24
634	635	24
636	637	24
96	638	24
639	640	24
641	642	24
643	644	24
645	646	24
94	647	24
648	649	24
650	651	24
652	653	24
654	655	24
656	657	24
658	659	24
660	483	24
661	662	24
663	664	24
95	665	24
666	667	24
668	669	24
97	670	24
671	672	24
673	674	24
93	675	24
676	677	24
678	679	24
629	629	24
631	631	24
680	681	24
682	683	24
684	685	24
686	580	24
687	688	24
689	690	24
691	692	24
693	694	24
695	696	24
697	692	24
698	692	24
699	700	24
701	702	24
703	550	24
