727
0	1	0
0	2	0
0	3	0
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	10	0
0	11	0
0	12	0
0	13	0
0	14	0
0	15	0
0	15	0
0	16	0
0	17	0
0	18	0
0	19	0
0	20	0
0	21	0
0	22	0
0	23	0
0	24	0
0	25	0
0	26	0
0	27	0
0	28	0
0	29	0
0	30	0
0	31	0
0	32	0
0	33	0
0	34	0
0	35	0
0	36	0
0	37	0
0	38	0
0	38	0
0	39	0
0	40	0
0	41	0
0	42	0
0	43	0
0	44	0
0	45	0
0	46	0
0	47	0
0	48	0
0	49	0
0	50	0
0	51	0
0	52	0
0	53	0
0	54	0
0	55	0
0	56	0
0	57	0
0	58	0
0	59	0
0	60	0
0	61	0
0	62	0
0	63	0
0	64	0
0	65	0
0	66	0
0	67	0
0	68	0
0	69	0
0	70	0
0	71	0
0	72	0
0	73	0
0	74	0
0	75	0
0	76	0
0	77	0
0	78	0
0	79	0
0	80	0
0	81	0
0	82	0
0	83	0
0	84	0
0	85	0
0	86	0
0	87	0
0	88	0
0	89	0
0	90	0
0	91	0
0	92	0
0	93	1
0	94	1
0	95	1
0	96	1
0	97	1
0	98	1
0	99	1
0	100	2
0	101	2
0	102	2
0	103	3
0	104	3
0	105	3
0	106	3
0	107	3
0	108	3
0	109	3
0	110	3
0	111	3
0	112	3
0	113	3
0	114	3
0	115	3
0	116	3
0	117	4
0	118	4
0	119	4
0	120	4
0	121	4
0	122	4
0	123	4
0	124	5
0	125	6
0	126	7
0	127	4
0	128	8
129	130	9
131	132	9
133	134	9
128	135	9
1	136	10
2	137	10
3	138	10
4	139	10
5	140	10
6	141	10
7	142	10
8	143	10
9	144	10
10	145	10
11	146	10
12	147	10
13	148	10
14	149	10
15	150	10
15	150	10
16	151	10
17	152	10
18	153	10
19	154	10
20	155	10
21	156	10
22	157	10
125	158	11
159	160	11
117	161	11
118	162	11
121	163	11
122	164	11
127	165	11
129	166	11
133	167	11
128	168	11
0	169	11
170	171	11
172	173	11
174	175	11
176	177	11
178	179	11
180	181	11
182	183	11
184	185	11
93	186	11
94	186	11
95	186	11
96	186	11
97	186	11
98	186	11
99	186	11
187	188	11
189	190	11
191	192	11
193	194	11
195	196	11
197	198	11
0	199	12
200	201	13
0	202	14
0	203	15
133	204	16
205	206	16
117	207	16
118	208	16
120	209	16
121	210	16
122	211	16
123	212	16
213	214	16
215	216	16
103	217	16
104	218	16
219	217	16
115	220	16
127	221	16
128	222	16
1	223	17
2	224	17
3	225	17
4	226	17
5	227	17
6	224	17
7	224	17
8	228	17
9	229	17
10	230	17
11	224	17
12	224	17
13	230	17
14	231	17
15	232	17
15	226	17
16	223	17
17	232	17
18	232	17
19	224	17
20	229	17
21	230	17
22	230	17
23	230	17
24	226	17
25	229	17
26	233	17
27	223	17
28	223	17
29	229	17
30	234	17
31	224	17
32	230	17
33	230	17
34	232	17
35	224	17
36	226	17
37	232	17
38	226	17
38	232	17
40	230	17
41	230	17
42	230	17
43	232	17
44	235	17
45	223	17
46	229	17
47	227	17
48	236	17
49	237	17
50	230	17
51	238	17
52	227	17
53	239	17
54	223	17
55	223	17
56	223	17
57	227	17
58	226	17
59	240	17
60	223	17
61	230	17
62	229	17
63	223	17
64	223	17
65	241	17
66	241	17
67	241	17
68	242	17
69	227	17
70	243	17
71	232	17
72	230	17
73	229	17
74	223	17
75	244	17
76	230	17
77	230	17
78	230	17
79	224	17
80	245	17
81	246	17
82	227	17
83	229	17
84	229	17
85	247	17
86	230	17
87	229	17
88	230	17
